,SITE_NAME,PLANNING_CATEGORY,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,CULTURAL_LANDSCAPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,centroid
818,SCOTTISH NURSING HOME PARK,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CLI269,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07385971   51.031247  ]
819,ABBEYDALE ELEM,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,ABB560,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.9307508    51.05767177]
820,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ABB561,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93202317   51.06192677]
821,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ABB565,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.92603854   51.06442573]
822,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ABB570,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.93223965   51.0544132 ]
823,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,TUS608,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.2464748    51.12345856]
824,SCENIC ACRES SCHOOL; MONSIGNOR E L DOYLE ELEM,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SCE153,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.21745723   51.12001775]
825,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MON218,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15328171   51.08035053]
826,MONTGOMERY JR HIGH; FFCA HIGH SCHOOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,MON217,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.15029314   51.06675944]
827,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RCK752,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.15057129   51.03895088]
828,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR937,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05373797   51.14479913]
829,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BNK849,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0975646   51.0315426]
830,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW191,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.19901192   51.08324623]
831,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW192,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.19818473   51.082965  ]
832,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BOW210,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.17776366   51.08046961]
833,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BNK852,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1046287    51.03388309]
834,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,ESH907,,CALGARY PARKS,CALGARY PARKS SHARED,MAINTENANCE SHARED WITH WATER RESOURCES,ACTIVE,[-113.97029457   50.95453205]
835,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROC190,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.25321318   51.14992205]
836,ST ALBERT THE GREAT SCHOOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,MCT821,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.96022367   50.91972801]
837,ROSSCARROCK DEPOT,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,RCK756,,CALGARY PARKS,CALGARY PARKS,PARKS DEPOT ON SITE,ACTIVE,[-114.15183286   51.0424659 ]
838,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAR748,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06277414   51.14395328]
839,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAR756,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06214806   51.14581732]
840,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,KCA830,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.12486085   51.15721067]
841,ST CATHERINE ELEM,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CAN330,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.0875246    50.94321307]
842,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW173,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20679272   51.09208125]
843,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW193,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.19715758   51.08246124]
844,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BOW198,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19639742   51.08858873]
845,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW003,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.19101686   51.09672565]
846,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW202,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20779507   51.09602341]
847,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM884,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08930058   51.0874627 ]
848,DR E P SCARLETT HIGH SCHOOL; CANYON MEADOWS POOL,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,CAN327,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.08883366   50.94859602]
849,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN336,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07545306   50.94782896]
850,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN338,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07164065   50.94309196]
851,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CAN350,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08553511   50.93564262]
852,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR773,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04660889   51.14488808]
853,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR769,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0499921   51.144687 ]
854,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR775,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04314919   51.14660923]
855,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT ROC402: NEW SITE ROC399,ROC399,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.2424699    51.14679639]
856,,LINEAR PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR776,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04814909   51.1448231 ]
857,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM881,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08444802   51.08664648]
858,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,QPK894,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08501906   51.08191431]
859,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROC400,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.24770826   51.15051844]
860,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,,RVW005,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.93024562   50.87355971]
861,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ACA191,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05494265   50.97424156]
862,ACADIA ELEM; DAVID THOMPSON JR HIGH,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,ACA186,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.05410008   50.96967908]
863,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ALB824,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-114.01010126   51.04065758]
864,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BED681,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08112091   51.1348939 ]
865,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ROY356,,CALGARY PARKS,CALGARY PARKS SHARED,MAINTENANCE SHARED WITH WATER RESOURCES,ACTIVE,[-114.22095846   51.15246492]
866,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,MCT778,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-113.96840215   50.92504233]
867,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CRA131,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.98338619   50.88435339]
868,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CIT426,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19162345   51.14790173]
869,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TAR130,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.92818937   51.11293874]
870,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,GRE010,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.21555498   51.08576965]
871,OUR LADY OF FATIMA ELEM,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TAR133,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-113.93914494   51.11621563]
872,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,TAR324,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.92557847   51.11673083]
873,,LINEAR PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT COL350: NEW SITE COL351,COL351,,CALGARY PARKS SHARED,CALGARY PARKS,NORTH PERIMETER OF CONFDERATION GOLF COURSE OUTSIDE FENCE,ACTIVE,[-114.09749245   51.08045991]
874,OLYMPIC HEIGHTS ELEM; STRATHCONA CHRISTIE ASPEN COMMUNITY ASSOC,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,STR816,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.18025724   51.04625914]
875,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAM001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13722208   51.14438333]
876,CANYON MEADOWS ELEM,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN334,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.07723593   50.94728231]
877,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN335,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07513719   50.94907567]
878,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM810,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09224077   51.08814116]
879,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT AUB201: NEW SITE AUB100,AUB100,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.96626439   50.89196243]
880,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,HAR778,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06175185   51.15020076]
881,,LINEAR PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,HAR865,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05849248   51.15148954]
882,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT ROC402,ROC402,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.24728704   51.14791355]
883,90TH AVE DEPOT,PARKS DEPOT,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,GPK000,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.13652901   50.97769505]
884,CAMBRIAN HEIGHTS ELEM; CAMBRIAN HEIGHTS CMTY ASSOC,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM883,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.08781624   51.08582676]
885,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN331,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08720096   50.94601639]
886,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,CPF864,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-113.93341545   50.9135374 ]
887,,DISTRICT PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SGH003,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.14553585   51.18036719]
888,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,SHW819,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.15597935   51.15981045]
889,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,TAR137,,CALGARY PARKS,CALGARY PARKS SHARED,STORM POND AND WETLAND ENVIRONMENT,ACTIVE,[-113.92717879   51.12291292]
890,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,WSP037,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.21967581   51.06583478]
891,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT KCA838: NEW SITE KCA838,KCA839,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.13145581   51.1639104 ]
892,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,KCA840,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.13931011   51.15752699]
893,ROBERT WARREN JR HIGH,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,CAN343,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.0836739   50.9417761]
894,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BED724,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.06456479   51.12752715]
895,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAM882,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.0851861    51.08481244]
896,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BEL359,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08679053   50.99812505]
897,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN326,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08481395   50.94774036]
898,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN333,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.08296427   50.9442727 ]
899,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CAN337,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.07302266   50.94628037]
900,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CIT662,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.1717226    51.14744994]
901,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CIT358,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.18434148   51.14828839]
902,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,09D862,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,"DO NOT DIG OR DISTURB SOIL. IF YOU MUST DISTURB THE AREA CONTACT JEFF SWINGLER AND/OR TRENT PARKS, BOTH WITH ESM. FORMER IMPERIAL OIL REFINERY SITE. SEE REPOSITORY FOR INFO R:\SUBDIVISION_DEVELOPMENT\CAPITAL_PROJECT_APPROVAL_DOCUMENTS\OGDEN\OGD792",ACTIVE,[-114.01390604   51.01060239]
903,,LINEAR PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BNK891,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09661233   51.03665525]
904,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BOW175,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20263362   51.09011996]
905,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW194,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19775737   51.08279895]
906,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BOW197,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.19493605   51.09371809]
907,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BNK858,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09900787   51.03666009]
908,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CHR904,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.18068558   51.03855661]
909,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CRE776,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.05399788   51.05663679]
910,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,SITE SPLIT CRA030: NEW SITE CRA112; IGNORE ERROR BVAP ACTIVE BEFORE REST OF SITE,CRA112,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,[-113.9882909    50.87438767]
911,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,SAD004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.95213475   51.13698409]
912,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,PUM996,,CALGARY PARKS,CALGARY PARKS SHARED,"2021/04/22: AS PER J MERRIMAN-ALL THOUGH THIS HAS EXPIRED, PUMPHILL VILLAS HOA IS STILL RESPONSIBLE-SEE REPOSITORY R:\AGREEMENTS\LOU & MOU\PUM996",ACTIVE,[-114.10499621   50.97138097]
913,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CGR219,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.20062911   51.06854524]
914,ERIN WOODS ELEM,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,ERI830,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.9655948    51.02225239]
915,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,CHW329,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.12239232   51.08261506]
916,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ACA187,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04860911   50.97270439]
917,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EDG151,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.14808393   51.1279024 ]
918,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,ACA188,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.04858464   50.97250457]
919,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,EDG153,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.14523214   51.13018108]
920,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,EDG157,,CALGARY PARKS,CALGARY PARKS SHARED,"MAINTAINED AS PER LANDSCAPE MAINTENANCE AGREEMENT, EXPIRES 2042/12/31; SEE PARIS_REPOSITORY\AGREEMENTS\LANDSCAPE_MAINTENANCE_AGREEMENT",ACTIVE,[-114.13943999   51.11598243]
921,ST KATERI TEKAKWITHA ELEM,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ABB563,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.92846982   51.06200713]
922,,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,CNS017,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-113.93333337   51.14971302]
923,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,ERI860,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-113.97386032   51.01710423]
924,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BED621,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09865718   51.1285351 ]
925,,NEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BED622,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09099968   51.12921973]
926,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,,,BED680,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09892987   51.13116438]
927,ST BEDE ELEM; BEDDINGTON ELEM,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,,,BED723,,CALGARY PARKS,CALGARY PARKS SHARED,,ACTIVE,[-114.08181137   51.13151173]
928,,SUBNEIGHBOURHOOD PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,BEL358,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,[-114.09074679   50.99812861]
929,SENATOR PATRICK BURNS JR HIGH; CHICOUTIMI FIELD,COMMUNITY PARK,1,TITLED,NO BREAKDOWN,CULTURALLY SIGNIFICANT SITE,,CHW376,,CALGARY PARKS SHARED,CALGARY PARKS SHARED,,ACTIVE,[-114.1162281    51.08728765]
930,,LINEAR PARK,1,TITLED,NO BREAKDOWN,,SITE SPLIT CRA023: NEW SITE CRA137,CRA137,,"CALGARY PARKS, CBE & CSSB",CALGARY PARKS SHARED,,ACTIVE,[-113.98305991   50.89068177]
