PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,CompletedYear,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,ContractorIfNoApplicant,ContractorName,HousingUnits,EstProjectCost,TotalSqFt,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,LocationsGeoJSON2,Point3,Assessed Value,Address Without Unit Number,Cluster_ID
BP2019-03992,Completed,2019-04-12,2019,2019-06-07,2019-12-20,2019,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,New Building,,STEPPER HOMES,STEPPER HOMES,4,"$740,232",,54 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87434355,-114.0002508,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,54 WOLF HOLLOW PA SE;46 WOLF HOLLOW PA SE;50 WOLF HOLLOW PA SE;58 WOLF HOLLOW PA SE;58 WOLF HOLLOW PA SE;46 WOLF HOLLOW PA SE;50 WOLF HOLLOW PA SE;54 WOLF HOLLOW PA SE,"MULTIPOINT (-114.00025083803196 50.87434355439079,-114.00040734511703 50.87431208896076,-114.00032504928068 50.87433006921255,-114.00016854207999 50.87436153453214,-114.00021349834745 50.87443725720069,-114.0004480817297 50.874383019886,-114.00036574316287 50.87440157552622,-114.00029131871956 50.874420841298544)","{""type"":""MultiPoint"",""coordinates"":[[-114.0002508,50.8743436],[-114.0004073,50.8743121],[-114.000325,50.8743301],[-114.0001685,50.8743615],[-114.0002135,50.8744373],[-114.0004481,50.874383],[-114.0003657,50.8744016],[-114.0002913,50.8744208]]}",POINT (-114.00025083803196 50.87434355439079),"{""type"":""MultiPoint"",""coordinates"":[[-113.9267393,51.1285566],[-113.9261845,51.1283629],[-113.9259775,51.1283622],[-113.9261183,51.1283634],[-113.9260465,51.1283646],[-113.9262478,51.1283611],[-113.9259114,51.1283651]]}",POINT (-113.92673931910272 51.12855664859142),a,WOLF HOLLOW PA SE,21
BP2020-12320,Completed,2020-09-02,2020,2020-11-03,2021-03-24,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,New 5-Unit townhouse with 2 secondary suites.,KN ARCHITECTURE,,ALLISTON GC,5,"$1,102,463",,71B WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87410981,-113.9992881,6,Titled Parcel;Titled Parcel;Building;Building;Building Suite;Building Suite,91 WOLF HOLLOW PA SE;71 WOLF HOLLOW PA SE;71 WOLF HOLLOW PA SE;91 WOLF HOLLOW PA SE;91B WOLF HOLLOW PA SE;71B WOLF HOLLOW PA SE,"MULTIPOINT (-113.99928808333941 50.874109812568506,-113.99965422262204 50.874033399251125,-113.99961337375584 50.8739740291808,-113.99928292675365 50.87403825215929,-113.9992479596823 50.8740393577089,-113.99964569804177 50.87396705304545)","{""type"":""MultiPoint"",""coordinates"":[[-113.9992881,50.8741098],[-113.9996542,50.8740334],[-113.9996134,50.873974],[-113.9992829,50.8740383],[-113.999248,50.8740394],[-113.9996457,50.8739671]]}",POINT (-113.99928808333941 50.874109812568506),"{""type"":""MultiPoint"",""coordinates"":[[-114.1395524,51.036932],[-114.1393638,51.0369839],[-114.1393659,51.0369225],[-114.1394333,51.0369819],[-114.1392429,51.0369213],[-114.139257,51.0369825],[-114.1394482,51.0369215]]}",POINT (-114.13955242188557 51.03693195079424),,WOLF HOLLOW PA SE,21
BP2019-03578,Completed,2019-04-05,2019,2019-06-07,2020-04-15,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,"Construction of a 3 unit, two story, row townhouse building and detached garages.",,STEPPER HOMES,STEPPER HOMES,3,"$556,165",,42 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87427613,-114.00058,6,Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building,38 WOLF HOLLOW PA SE;42 WOLF HOLLOW PA SE;34 WOLF HOLLOW PA SE;42 WOLF HOLLOW PA SE;34 WOLF HOLLOW PA SE;38 WOLF HOLLOW PA SE,"MULTIPOINT (-114.00058002126238 50.87427612824306,-114.00049772555579 50.8742941086167,-114.00067230550957 50.87425814775423,-114.00054543874812 50.87436921982672,-114.00069441516746 50.87433681009721,-114.00061969254826 50.87435346898183)","{""type"":""MultiPoint"",""coordinates"":[[-114.00058,50.8742761],[-114.0004977,50.8742941],[-114.0006723,50.8742581],[-114.0005454,50.8743692],[-114.0006944,50.8743368],[-114.0006197,50.8743535]]}",POINT (-114.00058002126238 50.87427612824306),"{""type"":""MultiPoint"",""coordinates"":[[-114.0111362,50.8612266],[-114.0110064,50.8612266],[-114.0112661,50.8612266],[-114.0113417,50.8612266],[-114.0109414,50.8612266],[-114.0110713,50.8612266],[-114.0108122,50.8612266],[-114.0108765,50.8612266],[-114.0112011,50.8612266],[-114.0113301,50.8613069],[-114.011137,50.8613081],[-114.0108845,50.8613081],[-114.0112074,50.8613069],[-114.0109458,50.8613081],[-114.0110667,50.8613046],[-114.0112669,50.861308],[-114.0108159,50.8613069],[-114.0110072,50.8613058]]}",POINT (-114.011136220044 50.861226603289104),a,WOLF HOLLOW PA SE,21
BP2020-11938,Completed,2020-08-27,2020,2020-09-17,2021-07-22,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,Part 9 Townhome Building 10,,STEPPER HOMES,STEPPER HOMES,4,"$725,258",,188 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87497282,-113.9972526,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,200 WOLF HOLLOW PA SE;192 WOLF HOLLOW PA SE;188 WOLF HOLLOW PA SE;196 WOLF HOLLOW PA SE,"MULTIPOINT (-113.99725262301402 50.87497282206933,-113.99743790743328 50.87493237130189,-113.99752020544113 50.87491439308746,-113.99736369439498 50.87494585464319)","{""type"":""MultiPoint"",""coordinates"":[[-113.9972526,50.8749728],[-113.9974379,50.8749324],[-113.9975202,50.8749144],[-113.9973637,50.8749459]]}",POINT (-113.99725262301402 50.87497282206933),,,,WOLF HOLLOW PA SE,21
BP2019-13596,Completed,2019-10-03,2019,2019-10-25,2020-05-14,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,5 Unit Residential 2 Storey Rowhouse - Wolf Willow Phase 2 bldg 1,ALLISTON AT HOME,,,5,"$1,024,107",,47 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87388506,-114.0003693,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,39 WOLF HOLLOW PA SE;35 WOLF HOLLOW PA SE;47 WOLF HOLLOW PA SE;51 WOLF HOLLOW PA SE;43 WOLF HOLLOW PA SE;47 WOLF HOLLOW PA SE;51 WOLF HOLLOW PA SE;35 WOLF HOLLOW PA SE;39 WOLF HOLLOW PA SE;43 WOLF HOLLOW PA SE,"MULTIPOINT (-114.0003692628103 50.87388506422259,-114.00046626351744 50.87386258888167,-114.0002046725293 50.87391652961833,-114.0001164097771 50.873939004733266,-114.0002869676837 50.87389854945012,-114.00018748016629 50.873877962558076,-114.00009725669008 50.87388842702519,-114.00043859930504 50.87381802557102,-114.0003453780826 50.87383610476918,-114.0002555667481 50.873843180128446)","{""type"":""MultiPoint"",""coordinates"":[[-114.0003693,50.8738851],[-114.0004663,50.8738626],[-114.0002047,50.8739165],[-114.0001164,50.873939],[-114.000287,50.8738985],[-114.0001875,50.873878],[-114.0000973,50.8738884],[-114.0004386,50.873818],[-114.0003454,50.8738361],[-114.0002556,50.8738432]]}",POINT (-114.0003692628103 50.87388506422259),,,,WOLF HOLLOW PA SE,21
BP2020-07292,Completed,2020-06-09,2020,2020-06-24,2020-12-04,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,Part 9 Townhouse,,STEPPER HOMES,STEPPER HOMES,4,"$715,438",,132 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87468966,-113.9985982,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,136 WOLF HOLLOW PA SE;124 WOLF HOLLOW PA SE;132 WOLF HOLLOW PA SE;128 WOLF HOLLOW PA SE;132 WOLF HOLLOW PA SE;128 WOLF HOLLOW PA SE;124 WOLF HOLLOW PA SE;136 WOLF HOLLOW PA SE,"MULTIPOINT (-113.99859818666106 50.87468966110867,-113.99883699303643 50.87464021875268,-113.99868048379508 50.87467168207545,-113.99875469601804 50.87465819789633,-113.99871982571243 50.87474028517466,-113.99879202046948 50.87472411294096,-113.99887171724332 50.87471269644332,-113.99863713065423 50.87475741018112)","{""type"":""MultiPoint"",""coordinates"":[[-113.9985982,50.8746897],[-113.998837,50.8746402],[-113.9986805,50.8746717],[-113.9987547,50.8746582],[-113.9987198,50.8747403],[-113.998792,50.8747241],[-113.9988717,50.8747127],[-113.9986371,50.8747574]]}",POINT (-113.99859818666106 50.87468966110867),,,,WOLF HOLLOW PA SE,21
BP2019-03996,Completed,2019-04-12,2019,2019-06-14,2020-08-25,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,,,STEPPER HOMES,STEPPER HOMES,4,"$747,553",,70 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87439749,-113.9999959,8,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building,66 WOLF HOLLOW PA SE;62 WOLF HOLLOW PA SE;70 WOLF HOLLOW PA SE;74 WOLF HOLLOW PA SE;66 WOLF HOLLOW PA SE;74 WOLF HOLLOW PA SE;62 WOLF HOLLOW PA SE;70 WOLF HOLLOW PA SE,"MULTIPOINT (-113.99999585109381 50.87439749464062,-114.00007814717557 50.87437951462113,-113.99992163963549 50.87441547460775,-113.99983934344564 50.874428959518475,-114.00004086394979 50.87447243524549,-113.99988672891811 50.87450454746536,-114.00012638550041 50.87445518338076,-113.99996003117916 50.87448788904988)","{""type"":""MultiPoint"",""coordinates"":[[-113.9999959,50.8743975],[-114.0000781,50.8743795],[-113.9999216,50.8744155],[-113.9998393,50.874429],[-114.0000409,50.8744724],[-113.9998867,50.8745045],[-114.0001264,50.8744552],[-113.99996,50.8744879]]}",POINT (-113.99999585109381 50.87439749464062),,,,WOLF HOLLOW PA SE,21
BP2021-05084,Completed,2021-03-31,2021,2021-04-28,2021-12-15,2021,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,6 Plex Rowhouse,ALLISTON AT HOME,,,6,"$1,267,011",,131 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87432556,-113.9982579,6,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,139 WOLF HOLLOW PA SE;151 WOLF HOLLOW PA SE;143 WOLF HOLLOW PA SE;131 WOLF HOLLOW PA SE;135 WOLF HOLLOW PA SE;147 WOLF HOLLOW PA SE,"MULTIPOINT (-113.99825790254795 50.874325561667085,-113.99800291340775 50.874379497563666,-113.99817560586091 50.874343540403444,-113.9984305946056 50.874289604129295,-113.99834019917168 50.87430758287264,-113.99809329508537 50.87435702408313)","{""type"":""MultiPoint"",""coordinates"":[[-113.9982579,50.8743256],[-113.9980029,50.8743795],[-113.9981756,50.8743435],[-113.9984306,50.8742896],[-113.9983402,50.8743076],[-113.9980933,50.874357]]}",POINT (-113.99825790254795 50.874325561667085),,,,WOLF HOLLOW PA SE,21
BP2020-05368,Completed,2020-05-06,2020,2020-06-26,2020-11-02,2020,Commercial / Multi Family Project,Building,1706 - Rhs Rowhouse,Unspecified,Residential,New,New,New,4 Unit Rowhouse,ALLISTON GC,,ALLISTON GC,4,"$820,764",,55 WOLF HOLLOW PA SE,WWO,WOLF WILLOW,50.87401092,-113.9997527,4,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel,67 WOLF HOLLOW PA SE;59 WOLF HOLLOW PA SE;55 WOLF HOLLOW PA SE;63 WOLF HOLLOW PA SE,"MULTIPOINT (-113.99975270166138 50.87401092450813,-113.99992668437545 50.873974964757785,-114.00001750480907 50.873956984784776,-113.99984309597801 50.87399294467002)","{""type"":""MultiPoint"",""coordinates"":[[-113.9997527,50.8740109],[-113.9999267,50.873975],[-114.0000175,50.873957],[-113.9998431,50.8739929]]}",POINT (-113.99975270166138 50.87401092450813),,,,WOLF HOLLOW PA SE,21
BP2018-12201,Completed,2018-09-11,2018,2018-11-30,2019-09-09,2019,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,4 unit Row Houses with Suites,EAGLE CREST CONSTRUCTION,,ARLUX HOMES,4,"$854,900",,2432 17 ST NW,CAP,CAPITOL HILL,51.07386012,-114.1019454,9,Titled Parcel;Building;Building;Building;Building;Building Suite;Building Suite;Building Suite;Building Suite,2418 17 ST NW;2426 17 ST NW;1741 24 AV NW;2430 17 ST NW;2422 17 ST NW;2420 17 ST NW;2424 17 ST NW;2428 17 ST NW;2432 17 ST NW,"MULTIPOINT (-114.10194542645581 51.073860119161445,-114.10187184646871 51.07398086091296,-114.10187211970062 51.07410530496301,-114.10186836109992 51.07404422329035,-114.10186989135109 51.07391578624474,-114.10187080334049 51.073915210109824,-114.10187184646871 51.07398086091296,-114.10186746211438 51.0740442240737,-114.10187030745756 51.0741053065422)","{""type"":""MultiPoint"",""coordinates"":[[-114.1019454,51.0738601],[-114.1018718,51.0739809],[-114.1018721,51.0741053],[-114.1018684,51.0740442],[-114.1018699,51.0739158],[-114.1018708,51.0739152],[-114.1018718,51.0739809],[-114.1018675,51.0740442],[-114.1018703,51.0741053]]}",POINT (-114.10194542645581 51.073860119161445),"{""type"":""Point"",""coordinates"":[-114.2059841,51.0798046]}",POINT (-114.20598410641428 51.07980462833371),a,17 ST NW,22
BP2021-19063,Completed,2021-11-04,2021,2021-12-01,2022-11-16,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 - Row House,NORR ARCHITECTS ENGINEERS PLANNERS,,SHANE HOMES,5,"$1,091,688",,876 CORNERSTONE BV NE,CNS,CORNERSTONE,51.15321636,-113.9366243,6,Titled Parcel;Building;Building;Building;Building;Building,50 CORNER MEADOWS MR NE;884 CORNERSTONE BV NE;880 CORNERSTONE BV NE;878 CORNERSTONE BV NE;882 CORNERSTONE BV NE;876 CORNERSTONE BV NE,"MULTIPOINT (-113.93662430241723 51.153216361146576,-113.93766694475762 51.15401792765677,-113.93767464581859 51.15391446186384,-113.93766999359606 51.153866302283255,-113.93767080884622 51.1539614392878,-113.93766721874591 51.153814565855406)","{""type"":""MultiPoint"",""coordinates"":[[-113.9366243,51.1532164],[-113.9376669,51.1540179],[-113.9376746,51.1539145],[-113.93767,51.1538663],[-113.9376708,51.1539614],[-113.9376672,51.1538146]]}",POINT (-113.93662430241723 51.153216361146576),"{""type"":""MultiPoint"",""coordinates"":[[-114.0422807,51.1525472],[-114.0418607,51.1522044],[-114.0419059,51.1520938],[-114.0418757,51.1521533]]}",POINT (-114.04228072763124 51.152547175676844),a,CORNERSTONE BV NE,23
BP2021-19131,Completed,2021-11-04,2021,2021-12-01,2022-11-23,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Part 9 - Row House,NORR ARCHITECTS ENGINEERS PLANNERS,,SHANE HOMES,6,"$1,265,445",,6505 COUNTRY HILLS BV NE,CNS,CORNERSTONE,51.15321636,-113.9366243,7,Titled Parcel;Building;Building;Building;Building;Building;Building,50 CORNER MEADOWS MR NE;6507 COUNTRY HILLS BV NE;6515 COUNTRY HILLS BV NE;6511 COUNTRY HILLS BV NE;6509 COUNTRY HILLS BV NE;6505 COUNTRY HILLS BV NE;6513 COUNTRY HILLS BV NE,"MULTIPOINT (-113.93662430241723 51.153216361146576,-113.93726515562491 51.15397965104802,-113.93695219777115 51.15397888947868,-113.93711387940625 51.15397956982073,-113.93719329995977 51.153978425867116,-113.93734362872362 51.153981482030325,-113.9370344596441 51.15398012939909)","{""type"":""MultiPoint"",""coordinates"":[[-113.9366243,51.1532164],[-113.9372652,51.1539797],[-113.9369522,51.1539789],[-113.9371139,51.1539796],[-113.9371933,51.1539784],[-113.9373436,51.1539815],[-113.9370345,51.1539801]]}",POINT (-113.93662430241723 51.153216361146576),"{""type"":""MultiPoint"",""coordinates"":[[-114.1910728,51.0102898],[-114.1913388,51.0104197],[-114.1910777,51.0100965],[-114.1912495,51.0103794],[-114.1911601,51.0103346],[-114.191067,51.0104102],[-114.1911565,51.0104546],[-114.1912475,51.0104981],[-114.1909775,51.0103658]]}",POINT (-114.19107281805854 51.01028979301078),a,COUNTRY HILLS BV NE,23
