PermitNum,StatusCurrent,AppliedDate,AppliedYear,IssuedDate,CompletedDate,YearCompleted,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,WorkClassGroup,WorkClassMapped,Description,ApplicantName,Contractor if no applicant,ContractorName,HousingUnits,EstProjectCost,Project Number,Project Number Hardcoded,OriginalAddress,CommunityCode,CommunityName,Latitude,Longitude,LocationCount,LocationTypes,LocationAddresses,LocationsWKT,LocationsGeoJSON,Point,ADDRESS,Assessed Value Before,Assessed Value After
BP2022-20490,Completed,2022-12-26,2022,2023-03-06,2024-10-30,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,14 Unit Residential Rowhouse - Building D,GRAVITY ARCHITECTURE,,AVALON INDUSTRIES,14,"$1,933,202",6,6,#410 81 ARBOUR LAKE VW NW,ARB,ARBOUR LAKE,51.1306366,-114.2159599,16,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,81 ARBOUR LAKE VW NW;#400 81 ARBOUR LAKE VW NW;#404 81 ARBOUR LAKE VW NW;#408 81 ARBOUR LAKE VW NW;#405 81 ARBOUR LAKE VW NW;#403 81 ARBOUR LAKE VW NW;#401 81 ARBOUR LAKE VW NW;#409 81 ARBOUR LAKE VW NW;#411 81 ARBOUR LAKE VW NW;#413 81 ARBOUR LAKE VW NW;#402 81 ARBOUR LAKE VW NW;#406 81 ARBOUR LAKE VW NW;#414 81 ARBOUR LAKE VW NW;#412 81 ARBOUR LAKE VW NW;#407 81 ARBOUR LAKE VW NW;#410 81 ARBOUR LAKE VW NW,"MULTIPOINT (-114.21595991895694 51.13063659822156,-114.21474882043961 51.13019379742491,-114.21481457052418 51.13018796827342,-114.21462276266865 51.13007272296424,-114.2147878994873 51.13014235001724,-114.21483821501369 51.130234068532346,-114.21489005280174 51.13032435487891,-114.21464867630186 51.130118342648586,-114.21469675187929 51.13021387693213,-114.21474858392071 51.13030606915026,-114.21486792159945 51.13028111054823,-114.21476727402948 51.13009719710271,-114.2147737427727 51.13035215765104,-114.21472645168018 51.130259489647834,-114.21474058324749 51.13004729981486,-114.21467158209352 51.13016539719647)","{""type"":""MultiPoint"",""coordinates"":[[-114.2159599,51.1306366],[-114.2147488,51.1301938],[-114.2148146,51.130188],[-114.2146228,51.1300727],[-114.2147879,51.1301424],[-114.2148382,51.1302341],[-114.2148901,51.1303244],[-114.2146487,51.1301183],[-114.2146968,51.1302139],[-114.2147486,51.1303061],[-114.2148679,51.1302811],[-114.2147673,51.1300972],[-114.2147737,51.1303522],[-114.2147265,51.1302595],[-114.2147406,51.1300473],[-114.2146716,51.1301654]]}",POINT (-114.21595991895694 51.13063659822156),81 ARBOUR LAKE VW NW,a,
BP2022-13319,Completed,2022-08-03,2022,2022-11-08,2024-05-27,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,16 Unit Residential Rowhouse - Building A,GRAVITY ARCHITECTURE,,AVALON MASTER BUILDER,16,"$2,196,642",6,6,#111 81 ARBOUR LAKE VW NW,ARB,ARBOUR LAKE,51.1306366,-114.2159599,18,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,81 ARBOUR LAKE VW NW;#100 81 ARBOUR LAKE VW NW;#105 81 ARBOUR LAKE VW NW;#107 81 ARBOUR LAKE VW NW;#113 81 ARBOUR LAKE VW NW;#111 81 ARBOUR LAKE VW NW;#102 81 ARBOUR LAKE VW NW;#110 81 ARBOUR LAKE VW NW;#101 81 ARBOUR LAKE VW NW;#106 81 ARBOUR LAKE VW NW;#104 81 ARBOUR LAKE VW NW;#115 81 ARBOUR LAKE VW NW;#114 81 ARBOUR LAKE VW NW;#116 81 ARBOUR LAKE VW NW;#109 81 ARBOUR LAKE VW NW;#112 81 ARBOUR LAKE VW NW;#108 81 ARBOUR LAKE VW NW;#103 81 ARBOUR LAKE VW NW,"MULTIPOINT (-114.21595991895694 51.13063659822156,-114.21553334398816 51.130632377905194,-114.21549517228846 51.13059319959097,-114.21534892698658 51.13060488577177,-114.21559532218126 51.13066937279634,-114.2154348873757 51.13067751636375,-114.21573323673171 51.13057456572713,-114.21536179380674 51.13068656867762,-114.21581316821849 51.130570498788494,-114.21542432792249 51.13060046785639,-114.21557225076472 51.13058699854574,-114.21574665378589 51.130657676925125,-114.21567184186196 51.13066280414153,-114.21583225730056 51.13065359052072,-114.21528582124523 51.130690987604744,-114.21551482567783 51.130674869975614,-114.21526956691882 51.130608960330875,-114.215656707241 51.13057899491231)","{""type"":""MultiPoint"",""coordinates"":[[-114.2159599,51.1306366],[-114.2155333,51.1306324],[-114.2154952,51.1305932],[-114.2153489,51.1306049],[-114.2155953,51.1306694],[-114.2154349,51.1306775],[-114.2157332,51.1305746],[-114.2153618,51.1306866],[-114.2158132,51.1305705],[-114.2154243,51.1306005],[-114.2155723,51.130587],[-114.2157467,51.1306577],[-114.2156718,51.1306628],[-114.2158323,51.1306536],[-114.2152858,51.130691],[-114.2155148,51.1306749],[-114.2152696,51.130609],[-114.2156567,51.130579]]}",POINT (-114.21595991895694 51.13063659822156),81 ARBOUR LAKE VW NW,a,
BP2022-15623,Completed,2022-09-13,2022,2022-12-22,2025-01-21,2025,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,9 Unit Residential Rowhouse - Building B,GRAVITY ARCHITECTURE,,AVALON INDUSTRIES,9,"$1,292,123",6,6,#207 81 ARBOUR LAKE VW NW,ARB,ARBOUR LAKE,51.1306366,-114.2159599,11,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,81 ARBOUR LAKE VW NW;#200 81 ARBOUR LAKE VW NW;#208 81 ARBOUR LAKE VW NW;#201 81 ARBOUR LAKE VW NW;#210 81 ARBOUR LAKE VW NW;#203 81 ARBOUR LAKE VW NW;#204 81 ARBOUR LAKE VW NW;#205 81 ARBOUR LAKE VW NW;#202 81 ARBOUR LAKE VW NW;#209 81 ARBOUR LAKE VW NW;#207 81 ARBOUR LAKE VW NW,"MULTIPOINT (-114.21595991895694 51.13063659822156,-114.21535756568171 51.130225975615666,-114.21540994089058 51.13023194715148,-114.21534168069155 51.130346240954154,-114.21545403042775 51.13032405443185,-114.21529530879664 51.13025178255445,-114.21526674804413 51.130205448717135,-114.21524182642273 51.130090616303065,-114.21531367208924 51.13029884533787,-114.21543171663363 51.130278527181886,-114.2153872321153 51.13018441593586)","{""type"":""MultiPoint"",""coordinates"":[[-114.2159599,51.1306366],[-114.2153576,51.130226],[-114.2154099,51.1302319],[-114.2153417,51.1303462],[-114.215454,51.1303241],[-114.2152953,51.1302518],[-114.2152667,51.1302054],[-114.2152418,51.1300906],[-114.2153137,51.1302988],[-114.2154317,51.1302785],[-114.2153872,51.1301844]]}",POINT (-114.21595991895694 51.13063659822156),81 ARBOUR LAKE VW NW,a,
BP2023-02666,Completed,2023-03-03,2023,2023-05-23,2024-12-12,2024,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,12 Unit Residential Rowhouse - Building E,GRAVITY ARCHITECTURE,,AVALON INDUSTRIES,12,"$1,589,157",6,6,#509 81 ARBOUR LAKE VW NW,ARB,ARBOUR LAKE,51.1306366,-114.2159599,14,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,81 ARBOUR LAKE VW NW;#500 81 ARBOUR LAKE VW NW;#509 81 ARBOUR LAKE VW NW;#511 81 ARBOUR LAKE VW NW;#508 81 ARBOUR LAKE VW NW;#502 81 ARBOUR LAKE VW NW;#504 81 ARBOUR LAKE VW NW;#506 81 ARBOUR LAKE VW NW;#501 81 ARBOUR LAKE VW NW;#512 81 ARBOUR LAKE VW NW;#510 81 ARBOUR LAKE VW NW;#503 81 ARBOUR LAKE VW NW;#505 81 ARBOUR LAKE VW NW;#507 81 ARBOUR LAKE VW NW,"MULTIPOINT (-114.21595991895694 51.13063659822156,-114.21473572289453 51.12981563738006,-114.21469022749554 51.12978658556172,-114.21460044709646 51.12986630842517,-114.21473370899128 51.12974797624659,-114.21470895559 51.129912495684415,-114.21479477842848 51.129832771016986,-114.21488284508688 51.1297502014444,-114.2146566068034 51.129952191028444,-114.21455470703248 51.12990778053069,-114.21464279679918 51.12982699104161,-114.21474790495883 51.12987317551584,-114.21483767519047 51.129791313029465,-114.21477716889935 51.12970472831329)","{""type"":""MultiPoint"",""coordinates"":[[-114.2159599,51.1306366],[-114.2147357,51.1298156],[-114.2146902,51.1297866],[-114.2146004,51.1298663],[-114.2147337,51.129748],[-114.214709,51.1299125],[-114.2147948,51.1298328],[-114.2148828,51.1297502],[-114.2146566,51.1299522],[-114.2145547,51.1299078],[-114.2146428,51.129827],[-114.2147479,51.1298732],[-114.2148377,51.1297913],[-114.2147772,51.1297047]]}",POINT (-114.21595991895694 51.13063659822156),81 ARBOUR LAKE VW NW,a,
BP2023-02661,Completed,2023-03-03,2023,2023-05-31,2025-01-08,2025,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,12 Unit Residential Rowhouse - Building F,GRAVITY ARCHITECTURE,,AVALON INDUSTRIES,12,"$1,588,972",6,6,#609 81 ARBOUR LAKE VW NW,ARB,ARBOUR LAKE,51.1306366,-114.2159599,14,Titled Parcel;Building;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite;Building Suite,81 ARBOUR LAKE VW NW;#600 81 ARBOUR LAKE VW NW;#601 81 ARBOUR LAKE VW NW;#605 81 ARBOUR LAKE VW NW;#606 81 ARBOUR LAKE VW NW;#604 81 ARBOUR LAKE VW NW;#611 81 ARBOUR LAKE VW NW;#607 81 ARBOUR LAKE VW NW;#603 81 ARBOUR LAKE VW NW;#602 81 ARBOUR LAKE VW NW;#612 81 ARBOUR LAKE VW NW;#609 81 ARBOUR LAKE VW NW;#610 81 ARBOUR LAKE VW NW;#608 81 ARBOUR LAKE VW NW,"MULTIPOINT (-114.21595991895694 51.13063659822156,-114.21507448521052 51.12950343484299,-114.21498764392081 51.12964666423447,-114.21516643726564 51.12948554717893,-114.21521274285716 51.12944300402566,-114.215122778377 51.1295258200622,-114.21492126065922 51.12955591921215,-114.21510420576952 51.12939360799035,-114.2150774099498 51.12956408239885,-114.21502940729967 51.12960733879727,-114.21487834664914 51.1295966760739,-114.21501442851368 51.12947369075676,-114.21497095414482 51.12951372951413,-114.21505450096946 51.12943330764335)","{""type"":""MultiPoint"",""coordinates"":[[-114.2159599,51.1306366],[-114.2150745,51.1295034],[-114.2149876,51.1296467],[-114.2151664,51.1294855],[-114.2152127,51.129443],[-114.2151228,51.1295258],[-114.2149213,51.1295559],[-114.2151042,51.1293936],[-114.2150774,51.1295641],[-114.2150294,51.1296073],[-114.2148783,51.1295967],[-114.2150144,51.1294737],[-114.214971,51.1295137],[-114.2150545,51.1294333]]}",POINT (-114.21595991895694 51.13063659822156),81 ARBOUR LAKE VW NW,a,
BP2018-07136,Completed,2018-06-07,2018,2018-06-12,2020-02-13,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Auburn Bay Phase 38 - Bldg. #4 New Townhouse,BROOKFIELD RESIDENTIAL (ALBERTA),,,8,"$1,567,694",7,7,90 AUBURN MEADOWS VW SE,AUB,AUBURN BAY,50.89313851,-113.946882,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,62 AUBURN MEADOWS VW SE;82 AUBURN MEADOWS VW SE;78 AUBURN MEADOWS VW SE;90 AUBURN MEADOWS VW SE;66 AUBURN MEADOWS VW SE;70 AUBURN MEADOWS VW SE;86 AUBURN MEADOWS VW SE;74 AUBURN MEADOWS VW SE;90 AUBURN MEADOWS VW SE;74 AUBURN MEADOWS VW SE;66 AUBURN MEADOWS VW SE;82 AUBURN MEADOWS VW SE;70 AUBURN MEADOWS VW SE;78 AUBURN MEADOWS VW SE;86 AUBURN MEADOWS VW SE;62 AUBURN MEADOWS VW SE,"MULTIPOINT (-113.94688198612556 50.89313851347754,-113.94680823092699 50.89338570402392,-113.94682263860945 50.89334076074688,-113.94677850460434 50.89348907510824,-113.94686587683333 50.8931924459574,-113.94685146412259 50.89324188422277,-113.94679383230981 50.89343514228697,-113.94683705138128 50.89329132248593,-113.94671770696505 50.893478969622485,-113.94676456994773 50.89328109483357,-113.9467947679009 50.89318786464838,-113.94675844013842 50.893383847374295,-113.94677666045153 50.89323637525396,-113.94675699634035 50.893328657301566,-113.946740333662 50.893431405036466,-113.94681136426792 50.89314315610782)","{""type"":""MultiPoint"",""coordinates"":[[-113.946882,50.8931385],[-113.9468082,50.8933857],[-113.9468226,50.8933408],[-113.9467785,50.8934891],[-113.9468659,50.8931924],[-113.9468515,50.8932419],[-113.9467938,50.8934351],[-113.9468371,50.8932913],[-113.9467177,50.893479],[-113.9467646,50.8932811],[-113.9467948,50.8931879],[-113.9467584,50.8933838],[-113.9467767,50.8932364],[-113.946757,50.8933287],[-113.9467403,50.8934314],[-113.9468114,50.8931432]]}",POINT (-113.94688198612556 50.89313851347754),90 AUBURN MEADOWS VW SE,a,
BP2018-10905,Completed,2018-08-16,2018,2018-09-10,2020-02-13,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Regatta Building 06 - 6-Plex,BROOKFIELD RESIDENTIAL (ALBERTA),,,6,"$134,000",7,7,233 AUBURN MEADOWS DR SE,AUB,AUBURN BAY,50.89372238,-113.9458285,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,233 AUBURN MEADOWS DR SE;249 AUBURN MEADOWS DR SE;253 AUBURN MEADOWS DR SE;237 AUBURN MEADOWS DR SE;245 AUBURN MEADOWS DR SE;241 AUBURN MEADOWS DR SE;241 AUBURN MEADOWS DR SE;237 AUBURN MEADOWS DR SE;253 AUBURN MEADOWS DR SE;249 AUBURN MEADOWS DR SE;245 AUBURN MEADOWS DR SE;233 AUBURN MEADOWS DR SE,"MULTIPOINT (-113.94582851357245 50.8937223773315,-113.94614526850052 50.89372252387843,-113.94622812456251 50.89372256207005,-113.94591136963375 50.89372241574792,-113.94606730221145 50.893722487887,-113.94598933592252 50.893722451843495,-113.94598421833629 50.89366133567593,-113.94590523962336 50.893664148927584,-113.94622190119877 50.89367095678944,-113.94614368133375 50.89366901485904,-113.94606695179023 50.89366897943788,-113.94583077018375 50.89366411439838)","{""type"":""MultiPoint"",""coordinates"":[[-113.9458285,50.8937224],[-113.9461453,50.8937225],[-113.9462281,50.8937226],[-113.9459114,50.8937224],[-113.9460673,50.8937225],[-113.9459893,50.8937225],[-113.9459842,50.8936613],[-113.9459052,50.8936641],[-113.9462219,50.893671],[-113.9461437,50.893669],[-113.946067,50.893669],[-113.9458308,50.8936641]]}",POINT (-113.94582851357245 50.8937223773315),233 AUBURN MEADOWS DR SE,a,
BP2019-04497,Completed,2019-04-23,2019,2019-05-06,2020-03-20,2020,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,Regatta - Auburn Bay Phase 38 - Building 11,BROOKFIELD RESIDENTIAL (ALBERTA),,BROOKFIELD RESIDENTIAL (ALBERTA),5,"$761,133",7,7,244 AUBURN MEADOWS MR SE,AUB,AUBURN BAY,50.89316533,-113.9465484,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,250 AUBURN MEADOWS MR SE;248 AUBURN MEADOWS MR SE;244 AUBURN MEADOWS MR SE;252 AUBURN MEADOWS MR SE;246 AUBURN MEADOWS MR SE;244 AUBURN MEADOWS MR SE;246 AUBURN MEADOWS MR SE;250 AUBURN MEADOWS MR SE;248 AUBURN MEADOWS MR SE;252 AUBURN MEADOWS MR SE,"MULTIPOINT (-113.94654844565179 50.893165331150215,-113.94653403261343 50.89321476937653,-113.94650431094216 50.89331364541219,-113.94656375930212 50.89311139834968,-113.94651962469221 50.893259712618864,-113.94642325178702 50.89329670710087,-113.94643796076703 50.89324962439638,-113.94646402654061 50.893153299851136,-113.94644818210239 50.89319896162385,-113.94647649204244 50.893104067509356)","{""type"":""MultiPoint"",""coordinates"":[[-113.9465484,50.8931653],[-113.946534,50.8932148],[-113.9465043,50.8933136],[-113.9465638,50.8931114],[-113.9465196,50.8932597],[-113.9464233,50.8932967],[-113.946438,50.8932496],[-113.946464,50.8931533],[-113.9464482,50.893199],[-113.9464765,50.8931041]]}",POINT (-113.94654844565179 50.893165331150215),244 AUBURN MEADOWS MR SE,a,
BP2020-00183,Completed,2020-01-07,2020,2020-03-09,2021-03-24,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,The Regatta Townhouse Building #10,BROOKFIELD RESIDENTIAL (ALBERTA),,BROOKFIELD RESIDENTIAL (ALBERTA),6,"$1,052,580",7,7,276 AUBURN MEADOWS MR SE,AUB,AUBURN BAY,50.89304817,-113.945909,12,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building,274 AUBURN MEADOWS MR SE;266 AUBURN MEADOWS MR SE;272 AUBURN MEADOWS MR SE;268 AUBURN MEADOWS MR SE;270 AUBURN MEADOWS MR SE;276 AUBURN MEADOWS MR SE;276 AUBURN MEADOWS MR SE;270 AUBURN MEADOWS MR SE;274 AUBURN MEADOWS MR SE;272 AUBURN MEADOWS MR SE;266 AUBURN MEADOWS MR SE;268 AUBURN MEADOWS MR SE,"MULTIPOINT (-113.94590902343505 50.89304816705345,-113.94623009492258 50.893048315370834,-113.94598698859811 50.893048203150244,-113.9461429047105 50.89304827518108,-113.94606493954711 50.89304823918841,-113.94582616857002 50.89304812863572,-113.94582624772244 50.89310242808269,-113.94606224052954 50.89309600164454,-113.94590522287622 50.893101871364806,-113.94598326195592 50.893099525156664,-113.9462155007946 50.8930942833476,-113.94613933939722 50.89309543491145)","{""type"":""MultiPoint"",""coordinates"":[[-113.945909,50.8930482],[-113.9462301,50.8930483],[-113.945987,50.8930482],[-113.9461429,50.8930483],[-113.9460649,50.8930482],[-113.9458262,50.8930481],[-113.9458262,50.8931024],[-113.9460622,50.893096],[-113.9459052,50.8931019],[-113.9459833,50.8930995],[-113.9462155,50.8930943],[-113.9461393,50.8930954]]}",POINT (-113.94590902343505 50.89304816705345),276 AUBURN MEADOWS MR SE,a,
BP2020-12629,Completed,2020-09-09,2020,2020-09-29,2021-07-20,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 6 Unit townhouse (Regatta, Building #12)",BROOKFIELD RESIDENTIAL (ALBERTA),,BROOKFIELD RESIDENTIAL (ALBERTA),6,"$886,082",7,7,232 AUBURN MEADOWS MR SE,AUB,AUBURN BAY,50.89351567,-113.94597,13,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building,224 AUBURN MEADOWS MR SE;228 AUBURN MEADOWS MR SE;222 AUBURN MEADOWS MR SE;226 AUBURN MEADOWS MR SE;230 AUBURN MEADOWS MR SE;232 AUBURN MEADOWS MR SE;236 AUBURN MEADOWS MR SE;230 AUBURN MEADOWS MR SE;222 AUBURN MEADOWS MR SE;228 AUBURN MEADOWS MR SE;224 AUBURN MEADOWS MR SE;226 AUBURN MEADOWS MR SE;232 AUBURN MEADOWS MR SE,"MULTIPOINT (-113.94597001606337 50.89351567364603,-113.94612594795088 50.893515745706566,-113.9458871745832 50.89351563527793,-113.94604799622144 50.8935157097089,-113.94620392810926 50.893515781665286,-113.94628214991248 50.893515817683095,-113.94635631545304 50.89347084800537,-113.94619964545788 50.89347000277511,-113.94588938225957 50.89346273033986,-113.9461229296259 50.89347068659445,-113.94596385055632 50.89346347503865,-113.94604056389603 50.89346493992505,-113.94627637384725 50.893470757306034)","{""type"":""MultiPoint"",""coordinates"":[[-113.94597,50.8935157],[-113.9461259,50.8935157],[-113.9458872,50.8935156],[-113.946048,50.8935157],[-113.9462039,50.8935158],[-113.9462821,50.8935158],[-113.9463563,50.8934708],[-113.9461996,50.89347],[-113.9458894,50.8934627],[-113.9461229,50.8934707],[-113.9459639,50.8934635],[-113.9460406,50.8934649],[-113.9462764,50.8934708]]}",POINT (-113.94597001606337 50.89351567364603),232 AUBURN MEADOWS MR SE,a,
BP2021-09536,Completed,2021-06-01,2021,2021-07-12,2022-05-25,2022,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 8 Unit townhouse (Regatta, Building #8)",BROOKFIELD RESIDENTIAL (ALBERTA),,BROOKFIELD RESIDENTIAL (ALBERTA),8,"$1,266,392",7,7,79 AUBURN MEADOWS ST SE,AUB,AUBURN BAY,50.89311528,-113.9452417,16,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building;Building;Building;Building,79 AUBURN MEADOWS ST SE;87 AUBURN MEADOWS ST SE;91 AUBURN MEADOWS ST SE;89 AUBURN MEADOWS ST SE;85 AUBURN MEADOWS ST SE;93 AUBURN MEADOWS ST SE;81 AUBURN MEADOWS ST SE;83 AUBURN MEADOWS ST SE;85 AUBURN MEADOWS ST SE;91 AUBURN MEADOWS ST SE;79 AUBURN MEADOWS ST SE;89 AUBURN MEADOWS ST SE;81 AUBURN MEADOWS ST SE;93 AUBURN MEADOWS ST SE;87 AUBURN MEADOWS ST SE;83 AUBURN MEADOWS ST SE,"MULTIPOINT (-113.94524174168517 50.89311528074584,-113.94524150450302 50.89331755492317,-113.94524138854631 50.89341644451841,-113.94524144652475 50.893366999720996,-113.94524156248113 50.893268110124914,-113.94524132529692 50.89347038429692,-113.94524167843686 50.89316922052714,-113.94524162045909 50.89321866532623,-113.94532262582646 50.89326892125572,-113.9453250502514 50.89341992688668,-113.94532025485286 50.89312083738558,-113.94532422885153 50.89336877358348,-113.94532104991035 50.89317020167493,-113.94532579196621 50.89346629748913,-113.94532339458638 50.89331646955788,-113.9453218044423 50.89321775896121)","{""type"":""MultiPoint"",""coordinates"":[[-113.9452417,50.8931153],[-113.9452415,50.8933176],[-113.9452414,50.8934164],[-113.9452414,50.893367],[-113.9452416,50.8932681],[-113.9452413,50.8934704],[-113.9452417,50.8931692],[-113.9452416,50.8932187],[-113.9453226,50.8932689],[-113.9453251,50.8934199],[-113.9453203,50.8931208],[-113.9453242,50.8933688],[-113.945321,50.8931702],[-113.9453258,50.8934663],[-113.9453234,50.8933165],[-113.9453218,50.8932178]]}",POINT (-113.94524174168517 50.89311528074584),79 AUBURN MEADOWS ST SE,a,
BP2021-03575,Completed,2021-03-10,2021,2021-03-23,2021-12-02,2021,Commercial / Multi Family Project,Building,1606 - Ths Townhouse,Townhouse,Residential,New,New,New,"New 5 Unit townhouse (Regatta, Building #9)",BROOKFIELD RESIDENTIAL (ALBERTA),,BROOKFIELD RESIDENTIAL (ALBERTA),5,"$744,539",7,7,214 AUBURN MEADOWS MR SE,AUB,AUBURN BAY,50.89325028,-113.9455555,10,Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building;Building,206 AUBURN MEADOWS MR SE;210 AUBURN MEADOWS MR SE;208 AUBURN MEADOWS MR SE;214 AUBURN MEADOWS MR SE;212 AUBURN MEADOWS MR SE;210 AUBURN MEADOWS MR SE;206 AUBURN MEADOWS MR SE;208 AUBURN MEADOWS MR SE;212 AUBURN MEADOWS MR SE;214 AUBURN MEADOWS MR SE,"MULTIPOINT (-113.9455555208521 50.89325027702411,-113.94555540032009 50.89335366160264,-113.94555545796592 50.89330421680443,-113.94555527978736 50.89345704617934,-113.94555534267408 50.89340310640042,-113.9456339808307 50.893350587693085,-113.94563362307389 50.89325497022433,-113.94563379484498 50.893302778955594,-113.94563417439575 50.89340409607347,-113.94563434700511 50.893451185606445)","{""type"":""MultiPoint"",""coordinates"":[[-113.9455555,50.8932503],[-113.9455554,50.8933537],[-113.9455555,50.8933042],[-113.9455553,50.893457],[-113.9455553,50.8934031],[-113.945634,50.8933506],[-113.9456336,50.893255],[-113.9456338,50.8933028],[-113.9456342,50.8934041],[-113.9456343,50.8934512]]}",POINT (-113.9455555208521 50.89325027702411),214 AUBURN MEADOWS MR SE,a,
